 Excitation   ExcitLevel   Seniority    Walkers    Amplitude    Init?   Proc
0000001111000000000000000000000000000000    4    0    29.39060      0.00135  Y      4
0001100000000010010000000000000000000000    3    4    29.33320      0.00135  Y     17
0100010000000000001000001000000000000000    3    4   -29.22561      0.00135  Y      2
0001100000000001001000000000000000000000    3    4    29.19505      0.00134  Y     47
0000001001011000000000000000000000000000    4    4   -29.07605      0.00134  Y     14
0100010000000010000000100000000000000000    3    4    29.04051      0.00134  Y     52
0000010100000010000000001000000000000000    4    4   -28.69696      0.00132  Y      3
0001001000100100000000000000000000000000    3    4    28.45050      0.00131  Y     43
0100001010010000000000000000000000000000    3    4    28.43037      0.00131  Y     18
1000000000110000000100000000000000000000    3    2   -28.42276      0.00131  Y     58
0010000100000010000000010000000000000000    3    4   -28.38863      0.00131  Y     19
0000100000000001000100100000000000000000    4    4   -28.22786      0.00130  Y     16
0000001100000000000000000011000000000000    4    0    28.03355      0.00129  Y     50
0011000000100000000000000100000000000000    2    2   -27.82462      0.00128  Y     23
1100001000000000000000000000000000000001    2    2    27.78493      0.00128  Y     18
0100001010000000000000000100000000000000    3    4   -27.71340      0.00128  Y     50
1000010000010000001000000000000000000000    3    4   -27.62891      0.00127  Y     20
0000100000010000110000000000000000000000    4    2   -27.52498      0.00127  Y     37
0001000100100000001000000000000000000000    3    4   -27.51924      0.00127  Y     29
0001100001000000000000001000000000000000    3    4    27.35539      0.00126  Y     32
0100101000000000000000010000000000000000    3    4    27.03699      0.00124  Y     60
0000100100000100000000100000000000000000    4    4   -26.95180      0.00124  Y     18
1001000000000000000000000100000000000010    2    4   -26.84067      0.00124  Y     36
0001000000100110000000000000000000000000    3    4   -26.81333      0.00123  Y     10
0000110001000000000000000000000010000000    4    2   -26.79940      0.00123  Y     52
0000110000010000000000000000000000001000    4    2   -26.62790      0.00123  Y     17
0010100000000000010000000000000000010000    3    4    26.62154      0.00123  Y     55
0001010000000000100000000000000000100000    3    4    26.60258      0.00122  Y     61
0000111000000000000000000000000000010000    4    2    26.56880      0.00122  Y     13
0000100110000000000100000000000000000000    4    4   -26.26195      0.00121  Y      1
0000010000100000001100000000000000000000    4    2    26.22768      0.00121  Y     25
0000100000010000000011000000000000000000    4    2   -26.16579      0.00120  Y     28
0000001100000011000000000000000000000000    4    0    26.16168      0.00120  Y     44
1000000000110000010000000000000000000000    3    2   -26.01752      0.00120  Y     14
0000110100000000000000000000000000100000    4    2   -25.87608      0.00119  Y     19
0000100100000000010000000000000010000000    4    4    25.80668      0.00119  Y     47
0010100001000000000000000100000000000000    3    4   -25.80155      0.00119  Y     12
0010010000000110000000000000000000000000    3    4   -25.68371      0.00118  Y      0
0101000000000000100000100000000000000000    2    4    25.53039      0.00118  Y     58
0000100000000001000010000001000000000000    4    4    25.50124      0.00117  Y     28
0100010000000000001000000000000000001000    3    4   -25.49089      0.00117  Y     54
0001001000000001000000100000000000000000    3    4   -25.43613      0.00117  Y     63
0000001100100000000000000100000000000000    4    2   -25.31285      0.00117  Y     22
0000101000000001000000000100000000000000    4    4   -25.31252      0.00117  Y      9
0000100100000010000000000100000000000000    4    4    25.30836      0.00117  Y     41
0000001100000000000000000000000011000000    4    0    25.25490      0.00116  Y     60
0100000000111000000000000000000000000000    3    2   -25.23734      0.00116  Y     42
0000100000000101000000100000000000000000    4    4   -25.17166      0.00116  Y     21
1100000000000000000000000000000000000011    2    0   -25.03695      0.00115  Y     10
0001001000000000000100000000000000001000    3    4    25.02989      0.00115  Y     48
0000110010000000000000000000000001000000    4    2    25.02053      0.00115  Y     45
0000011000000001000000000000000000001000    4    4   -24.94301      0.00115  Y     41
0110000000000000000000001000000000000001    2    4   -24.84148      0.00114  Y     10
0110000000010000000000000000000000100000    2    4   -24.82762      0.00114  Y      0
1000000001100001000000000000000000000000    3    4   -24.63653      0.00113  Y      6
0000110000000100100000000000000000000000    4    2    24.60623      0.00113  Y      8
0001001000000000001000000000000000000100    3    4   -24.58856      0.00113  Y     19
0000011000000000100000000000000001000000    4    4    24.44469      0.00113  Y     53
0000001101000000000000100000000000000000    4    2   -24.37838      0.00112  Y     15
0010010000000001100000000000000000000000    3    4    24.33911      0.00112  Y     11
0101000000000000001000100000000000000000    2    4    24.31397      0.00112  Y     42
1000100000000000000001000000010000000000    3    4   -24.28400      0.00112  Y     25
1001000000001000000000000000000001000000    2    4   -24.27020      0.00112  Y     54
0110000000000000000000000000000000100100    2    4    24.24465      0.00112  Y     60
0010100000010000000000010000000000000000    3    4   -24.23559      0.00112  Y     41
0100000010000001000000001000000000000000    3    4    24.20996      0.00111  Y     12
0010000100000000000010000000010000000000    3    4    24.19688      0.00111  Y     48
0000010100000010000000000000000000001000    4    4    24.19069      0.00111  Y     55
0000100100000000000000000100000000100000    4    4    24.10117      0.00111  Y     33
0000100100100001000000000000000000000000    4    4   -24.07370      0.00111  Y     15
0000010000000010000100100000000000000000    4    4    24.03958      0.00111  Y     56
0000010000000011000000001000000000000000    4    2   -24.00903      0.00111  Y     27
0010010010000000000000000100000000000000    3    4    23.87530      0.00110  Y     25
0110000000000000000000000100000000000010    2    4    23.73878      0.00109  Y     24
0010000100000000001000000000000000000100    3    4    23.14094      0.00107  Y     29
1000010100000000000000100000000000000000    3    4    23.00529      0.00106  Y     22
0001001000100000010000000000000000000000    3    4   -22.95687      0.00106  Y     15
0000001010010100000000000000000000000000    4    4    22.95561      0.00106  Y     52
0000000101101000000000000000000000000000    4    4    22.89924      0.00105  Y      2
0001010000000010001000000000000000000000    3    4   -22.88383      0.00105  Y     23
0100000000110000001000000000000000000000    3    2    22.71004      0.00105  Y     26
0001000100000010000000100000000000000000    3    4    22.70965      0.00105  Y     15
1000000000110100000000000000000000000000    3    2    22.57348      0.00104  Y     50
0000100000000001001000010000000000000000    4    4    22.46706      0.00103  Y     37
1000000001000010000000000100000000000000    3    4    22.44929      0.00103  Y     32
1001000000000000000000000000000000011000    2    4    22.29820      0.00103  Y      0
0000001100010000000000001000000000000000    4    2    22.16243      0.00102  Y     12
0110000000000000000000000000000000011000    2    4   -22.12810      0.00102  Y     60
0100100000000000000100001000000000000000    3    4    21.97495      0.00101  Y     43
1001000000000000000000000000000000100100    2    4   -21.96023      0.00101  Y      0
0011001000000000000000000000000000010000    2    2   -21.94942      0.00101  Y     61
0000001100001100000000000000000000000000    4    0    21.88421      0.00101  Y      6
0000010000100000000000001100000000000000    4    2    21.79882      0.00100  Y     57
0010001100000000000000000000000001000000    3    2    21.71819      0.00100  Y     45
0000001100001000000100000000000000000000    4    2   -21.69859      0.00100  Y     14
0010000000100101000000000000000000000000    3    4    21.59934      0.00099  Y     18
1001000000000100000000000000000010000000    2    4    21.58199      0.00099  Y      7
0001001001000010000000000000000000000000    3    4    21.39944      0.00099  Y     26
0010001000000001000000010000000000000000    3    4    21.17847      0.00097  Y      5
1000010000000010000000010000000000000000    3    4    21.15244      0.00097  Y     40
0000001100000100001000000000000000000000    4    2    21.13341      0.00097  Y     55
0100001000000010010000000000000000000000    3    4   -21.04881      0.00097  Y      6
0110100000000000000000000000000000010000    2    4   -21.02857      0.00097  Y     23
1000001000000000000000010100000000000000    3    4   -21.01975      0.00097  Y     33
0001000000000110000000001000000000000000    3    4   -21.01324      0.00097  Y     37
0000011000000000000000000000100100000000    4    4    20.84216      0.00096  Y     50
0101000000000000001000000000000010000000    2    4    20.82797      0.00096  Y     22
0010000001000000000011000000000000000000    3    2    20.76219      0.00096  Y      6
0000000110100100000000000000000000000000    4    4   -20.59218      0.00095  Y      0
0001000000000010000001000000100000000000    3    4   -20.50079      0.00094  Y     52
1010000000000000000000000100000000000001    2    4    20.48116      0.00094  Y     20
1000000011000000010000000000000000000000    3    2    20.46970      0.00094  Y     17
0001001000010000100000000000000000000000    3    4    20.40165      0.00094  Y     49
0000100110000000010000000000000000000000    4    4    20.28305      0.00093  Y     45
0000100100000000000000000000100100000000    4    4   -20.22433      0.00093  Y     54
1010000000000000010000010000000000000000    2    4    20.22203      0.00093  Y      6
0100001000010000000000100000000000000000    3    4    20.19107      0.00093  Y     26
1000001000000000000000000001010000000000    3    4    20.03926      0.00092  Y      0
0000110000100000000000000000000000000100    4    2    19.99612      0.00092  Y     59
0010010010010000000000000000000000000000    3    4   -19.94392      0.00092  Y     57
0010100001010000000000000000000000000000    3    4   -19.86603      0.00091  Y     44
1010000000000000000100000000000001000000    2    4    19.72977      0.00091  Y     59
0000010001000010001000000000000000000000    4    4   -19.72072      0.00091  Y     11
0000100000010000000000110000000000000000    4    2   -19.70167      0.00091  Y     46
0010000000010001100000000000000000000000    3    4   -19.69388      0.00091  Y     31
0100000100000000000000001000000010000000    3    4   -19.55074      0.00090  Y      0
1000100000000100000000000100000000000000    3    4    19.53424      0.00090  Y     47
0010100000000000000001000000000100000000    3    4    19.45673      0.00090  Y     30
0010000100000001000000100000000000000000    3    4   -19.37578      0.00089  Y     49
0001100010010000000000000000000000000000    3    4    19.28912      0.00089  Y     29
0010001000000000000100000100000000000000    3    4    19.21930      0.00088  Y      8
1001000000000000001000000000000001000000    2    4    19.18916      0.00088  Y     34
0100001000001001000000000000000000000000    3    4    19.07676      0.00088  Y     28
0000100100000000100000010000000000000000    4    4    19.05377      0.00088  Y     11
0100010000001000000000001000000000000000    3    4    18.99281      0.00087  Y     22
0001010000000000000010000000001000000000    3    4    18.96495      0.00087  Y     38
0000001100000000000000110000000000000000    4    0    18.94444      0.00087  Y      7
0000000100001110000000000000000000000000    4    2    18.89411      0.00087  Y     47
0010000000100001010000000000000000000000    3    4    18.79994      0.00087  Y      5
0001010010100000000000000000000000000000    3    4   -18.65044      0.00086  Y     35
0001000000100010010000000000000000000000    3    4   -18.64754      0.00086  Y     29
0010001000010000000100000000000000000000    3    4   -18.63448      0.00086  Y     63
0000001110000000000000010000000000000000    4    2    18.60741      0.00086  Y      4
1000000000010010000000010000000000000000    3    4   -18.59110      0.00086  Y     62
0010000100000010000000000000000001000000    3    4    18.57705      0.00086  Y     43
0000000001101001000000000000000000000000    4    4    18.56608      0.00085  Y     33
0000101000000001000000000000000000000100    4    4    18.53173      0.00085  Y     29
0101100000000000000000000000000000000010    2    4   -18.50894      0.00085  Y     15
0100000010000010000000000100000000000000    3    4   -18.45772      0.00085  Y     22
1000000000011000000000000100000000000000    3    4   -18.41547      0.00085  Y      8
0000100000010000001100000000000000000000    4    2   -18.37548      0.00085  Y     33
0010000000000001010000001000000000000000    3    4    18.32723      0.00084  Y     57
0000100000000001000000000100000000100000    4    4   -18.29620      0.00084  Y     63
1000000110000000000000000100000000000000    3    4   -18.27755      0.00084  Y     46
1001010000000000000000000000000000100000    2    4   -18.26077      0.00084  Y      1
0000011000000000000000001000000000010000    4    4    18.20634      0.00084  Y      5
0100100000000010000000010000000000000000    3    4   -18.10663      0.00083  Y     36
1000000000010000000010000000010000000000    3    4    18.09344      0.00083  Y     27
0000100000010000000000000000110000000000    4    2   -18.07503      0.00083  Y     34
0101000000000000000000001000000000000010    2    4    18.03872      0.00083  Y     18
0000000100100000000001000010000000000000    4    4    18.03684      0.00083  Y     17
0001010000000000001000000000000000000010    3    4    17.95032      0.00083  Y     45
1000010000000000000010000000010000000000    3    4   -17.93350      0.00083  Y      5
0001001100000000000000000000000010000000    3    2   -17.92194      0.00083  Y     27
0010000000000001100000000100000000000000    3    4   -17.92049      0.00082  Y     25
0000100000010000000000000011000000000000    4    2   -17.90595      0.00082  Y     25
1001000000010000000000000000000000100000    2    4    17.89194      0.00082  Y     60
1000001000000101000000000000000000000000    3    4   -17.70841      0.00082  Y     37
0000110000001000010000000000000000000000    4    2   -17.48989      0.00081  Y     51
0001000000011010000000000000000000000000    3    4    17.42989      0.00080  Y      3
0000010000000110000000100000000000000000    4    4    17.37127      0.00080  Y     33
0000010000000010010000000000000010000000    4    4    17.36695      0.00080  Y     23
0001000000000011000000100000000000000000    3    2    17.34870      0.00080  Y     15
0000010010100000000000010000000000000000    4    4   -17.33402      0.00080  Y     21
0000011000000000000000000100000000100000    4    4   -17.29618      0.00080  Y      7
0010000001000100001000000000000000000000    3    4    17.16336      0.00079  Y      4
0001100000000000010000000000000000100000    3    4   -17.04541      0.00078  Y     51
0000110000000000000000000000000000000011    4    0    16.96974      0.00078  Y     37
1000100000000000000000010000000000000001    3    4   -16.96118      0.00078  Y     19
1000000000010000100000000100000000000000    3    4    16.89483      0.00078  Y     36
0000001100000000001100000000000000000000    4    0    16.87613      0.00078  Y     58
0010010000000000000000001000000001000000    3    4   -16.81298      0.00077  Y     63
0010000100001000000000000100000000000000    3    4   -16.79155      0.00077  Y     29
0000001100000000000011000000000000000000    4    0    16.74783      0.00077  Y     53
0000010000000010010000100000000000000000    4    4   -16.58771      0.00076  Y     43
0100000100000000000000000010100000000000    3    4    16.53338      0.00076  Y     20
0000011000100000000000000000000000000001    4    4    16.52956      0.00076  Y     17
1000010000000100000000000000000000001000    3    4   -16.49382      0.00076  Y     19
0100001100000000001000000000000000000000    3    2   -16.44697      0.00076  Y     52
0001000000010010100000000000000000000000    3    4    16.38476      0.00075  Y      1
0100000000100100000000001000000000000000    3    4   -16.37265      0.00075  Y     37
1000000000000011010000000000000000000000    3    2   -16.31951      0.00075  Y      8
0001001000001000000000000100000000000000    3    4    16.29630      0.00075  Y     19
0100000100100000000000100000000000000000    3    4   -16.25446      0.00075  Y     24
0010000000000011000000010000000000000000    3    2   -16.18366      0.00074  Y     11
1000001000000000000000010000000000000100    3    4    16.16433      0.00074  Y     53
0010000100000100000000001000000000000000    3    4    16.15509      0.00074  Y     10
0100000011000000100000000000000000000000    3    2   -16.12427      0.00074  Y     29
0000010000000010000010000001000000000000    4    4   -16.08578      0.00074  Y     44
0000000100000010000000000011000000000000    4    2    16.08406      0.00074  Y      8
0100100000000000000000000001001000000000    3    4   -16.06350      0.00074  Y     50
0000100100000010000000000000000000000100    4    4   -16.03371      0.00074  Y     21
0001100000000000000000000010010000000000    3    4    16.00070      0.00074  Y     27
1000010000000000001000000000000000000100    3    4   -15.99524      0.00074  Y     50
0010100000000000000100000000000000000001    3    4    15.94738      0.00073  Y     58
0001100000000000000000000100000010000000    3    4   -15.92773      0.00073  N     33
0000010000100000000000110000000000000000    4    2    15.87675      0.00073  Y     38
0001001000000000000000000001001000000000    3    4    15.84407      0.00073  Y     43
0000100000010000000000001100000000000000    4    2   -15.81971      0.00073  Y      1
0000100100000000000000001000000000010000    4    4   -15.77217      0.00073  Y     35
0000001000010001000000001000000000000000    4    4    15.75116      0.00073  Y     18
1000000000010001000000100000000000000000    3    4    15.72604      0.00072  Y     28
1100000000000000000000001000000000000100    2    2    15.71719      0.00072  Y     48
0000100100000000010000100000000000000000    4    4   -15.65325      0.00072  Y      3
1000100000010100000000000000000000000000    3    4   -15.58509      0.00072  Y     32
0000100100010000000000000000000000000010    4    4    15.58488      0.00072  Y      9
0010000100000000001000000100000000000000    3    4   -15.57609      0.00072  Y      9
0000010001100000000000100000000000000000    4    4    15.57088      0.00072  Y     21
0001000010000000000011000000000000000000    3    2   -15.51284      0.00071  Y     32
0010100000000001010000000000000000000000    3    4   -15.49826      0.00071  Y     51
1000100001000000000000000000000000010000    3    4    15.48176      0.00071  Y     19
0010000100000000000100000000000000001000    3    4   -15.46869      0.00071  Y      0
0000001100100000000000000000000000000100    4    2    15.44742      0.00071  Y     42
0000100100100000000000000000000000000001    4    4   -15.43553      0.00071  Y     23
0100000001100010000000000000000000000000    3    4   -15.41506      0.00071  Y     46
1000000001000001000000001000000000000000    3    4   -15.38887      0.00071  Y     42
0000100000000011000000000000000000000100    4    2   -15.38759      0.00071  Y     13
0001000000000010000010000000010000000000    3    4    15.36261      0.00071  Y     16
0010100100000000000100000000000000000000    3    4    15.35734      0.00071  Y     47
0110000000000000000100000000000010000000    2    4    15.34970      0.00071  Y     51
0100100100000000000000100000000000000000    3    4   -15.34479      0.00071  Y     54
1000000110010000000000000000000000000000    3    4    15.32836      0.00071  Y     14
0000000100010010000000001000000000000000    4    4   -15.25051      0.00070  Y     34
0001100000000000000000000001100000000000    3    4   -15.17625      0.00070  Y      7
0000001000010000001000010000000000000000    4    4    15.17294      0.00070  Y     26
0100000100000000000000101000000000000000    3    4   -15.14023      0.00070  Y      7
0100000000100001000000100000000000000000    3    4   -15.13510      0.00070  Y     12
0000100100000000000100000000000010000000    4    4    15.11793      0.00070  Y     60
0010000000011001000000000000000000000000    3    4   -15.05608      0.00069  Y     39
1000100100000000000000010000000000000000    3    4    15.01542      0.00069  Y     62
0010000101000000000000000000000000000010    3    4   -14.97708      0.00069  Y     22
1000010000000000001000000100000000000000    3    4    14.91107      0.00069  Y     30
0000000100100000010000000000000010000000    4    4    14.90482      0.00069  Y     24
0100000000110000100000000000000000000000    3    2    14.88791      0.00069  Y     26
1000010000000000000000000000000001000010    3    4    14.86446      0.00068  Y     33
0100000100000010001000000000000000000000    3    4    14.85227      0.00068  Y     14
0010000000010010000100000000000000000000    3    4   -14.84832      0.00068  Y     17
0101000000000000000000000000101000000000    2    4    14.82854      0.00068  Y     17
0001010000000010100000000000000000000000    3    4   -14.81343      0.00068  Y     23
0010000000000001000001000000100000000000    3    4    14.73920      0.00068  Y     44
0000010000000010001000010000000000000000    4    4   -14.71065      0.00068  Y     35
1010000000000000000000000000010100000000    2    4    14.65545      0.00067  Y     13
0010000001000000000000000011000000000000    3    2    14.60883      0.00067  Y      9
0010100000000101000000000000000000000000    3    4    14.60838      0.00067  Y      0
0001100000000000001000000000000000000001    3    4   -14.57845      0.00067  Y     11
0000100000011000000100000000000000000000    4    4    14.49625      0.00067  Y     53
0000011000000000100000010000000000000000    4    4   -14.49399      0.00067  Y     29
1000001000000000000000000100000001000000    3    4   -14.41701      0.00066  Y     14
1001000000100000000000000000000000010000    2    4   -14.37138      0.00066  Y     30
0100000010010010000000000000000000000000    3    4   -14.36402      0.00066  Y     54
0001000100000010000000000000000010000000    3    4   -14.29664      0.00066  Y     35
0000100010000001010000000000000000000000    4    4    14.27554      0.00066  Y     41
0000001100001000010000000000000000000000    4    2    14.26606      0.00066  Y     34
0000001000001001000100000000000000000000    4    4   -14.16868      0.00065  Y     54
0000011000010000000000000000000000000010    4    4   -14.12538      0.00065  Y     31
0000000011001100000000000000000000000000    4    0    14.09478      0.00065  Y     20
0100000000100000000000000010000100000000    3    4   -14.00937      0.00064  Y     16
0100000000100000000010000000010000000000    3    4   -13.98392      0.00064  Y     11
0001001000000100000000000000000000001000    3    4   -13.97291      0.00064  Y     50
0000011000000000000000000100000000000010    4    4   -13.94719      0.00064  Y      7
0100000000100000010000001000000000000000    3    4    13.90594      0.00064  Y     52
0010100000000000000000000100000001000000    3    4    13.89844      0.00064  Y     41
0000001000010000000100100000000000000000    4    4   -13.88242      0.00064  Y     47
0001001001000000000000000000000000000010    3    4    13.86600      0.00064  Y     26
0000001000100001000000000000000000000100    4    4    13.86305      0.00064  Y     50
1000000010000001000000000100000000000000    3    4   -13.80377      0.00064  Y     40
0100010000000000000000100000000000000010    3    4   -13.77799      0.00063  Y     47
0100000000100000001000000000000000000100    3    4   -13.73767      0.00063  Y     56
0010000001110000000000000000000000000000    3    2    13.71573      0.00063  Y      5
1000000000010100000000001000000000000000    3    4    13.61729      0.00063  Y     53
0100100000000000000000000010000100000000    3    4    13.60169      0.00063  Y      2
0011000100000000000000000000000000100000    2    2    13.58725      0.00063  Y      3
0010000001000000110000000000000000000000    3    2    13.53537      0.00062  Y     61
0001000000000000001100100000000000000000    3    2    13.52937      0.00062  Y     44
0000101000000000010000010000000000000000    4    4   -13.45965      0.00062  Y     17
0100000000101000000000000100000000000000    3    4    13.39838      0.00062  Y     56
0000010100100000000000000000000000000010    4    4   -13.38211      0.00062  Y     45
0000100100000000000000000000000000011000    4    4   -13.36683      0.00062  Y      5
0110000000100000000000000000000000010000    2    4    13.36073      0.00062  Y     30
0000011000000000000000000000000000001001    4    4    13.34639      0.00061  Y     26
0010000100000000000100001000000000000000    3    4   -13.29490      0.00061  Y     12
0000000011000000000011000000000000000000    4    0    13.20937      0.00061  Y     37
0001001000000100000000001000000000000000    3    4   -13.20706      0.00061  Y     38
0000010000101000000100000000000000000000    4    4   -13.18194      0.00061  Y     45
0000001011000001000000000000000000000000    4    2   -13.18144      0.00061  Y     41
0000100000010000000000000000001100000000    4    2   -13.11512      0.00060  Y     42
0100001000000000100000000000000000000001    3    4    13.07988      0.00060  Y     48
0000001000010000100000000000000001000000    4    4    13.06234      0.00060  Y     18
1000000100010000000000100000000000000000    3    4    13.03152      0.00060  Y      6
0000100001000110000000000000000000000000    4    4   -13.01003      0.00060  Y     12
0000010000000011000000000000000000001000    4    2    12.98149      0.00060  Y     39
1000110000000000010000000000000000000000    3    2   -12.93082      0.00060  Y      1
0000100000010000000000000000000000001100    4    2   -12.90988      0.00059  Y     26
0100001000000010000100000000000000000000    3    4   -12.90417      0.00059  Y     50
0000010000100000000000000011000000000000    4    2    12.77380      0.00059  Y     17
0001100000000001100000000000000000000000    3    4   -12.71522      0.00059  Y     47
0001000010000000000000001100000000000000    3    2   -12.71228      0.00059  Y     59
0000000100100000000010000001000000000000    4    4   -12.68275      0.00058  Y     45
0010000000000011000000000000000001000000    3    2    12.62709      0.00058  Y     51
0000000000110000000011000000000000000000    4    0    12.59068      0.00058  Y     25
1000000000000000000100110000000000000000    3    2   -12.57712      0.00058  Y     15
0010000110000001000000000000000000000000    3    4    12.55716      0.00058  Y     35
0001000010010000000000001000000000000000    3    4   -12.49380      0.00058  Y      9
0100000000100000000001000000100000000000    3    4    12.44790      0.00057  Y     39
0001000010000000001100000000000000000000    3    2   -12.42188      0.00057  Y     27
0100000011000000001000000000000000000000    3    2   -12.39749      0.00057  Y     29
0010000001100000000000000100000000000000    3    4   -12.38003      0.00057  Y     37
1000000100000000000000100100000000000000    3    4    12.37368      0.00057  Y     43
0000010110000000001000000000000000000000    4    4    12.34850      0.00057  Y     39
0000000000111100000000000000000000000000    4    0    12.34579      0.00057  Y      8
1000000000010000000001000000100000000000    3    4   -12.32338      0.00057  Y     55
0000010010000001001000000000000000000000    4    4    12.31276      0.00057  Y     61
0000010010000010000100000000000000000000    4    4    12.31045      0.00057  Y     11
0000100000000001000000000000100100000000    4    4    12.29952      0.00057  Y     42
0010000000001001000000000100000000000000    3    4   -12.21074      0.00056  Y      5
0001010000000000000000001000000010000000    3    4    12.14405      0.00056  Y      9
0001001000000000001000000100000000000000    3    4   -12.11753      0.00056  Y     39
0110000000000001000000001000000000000000    2    4   -12.09583      0.00056  Y     42
0010000100000000000000000010000100000000    3    4    12.07367      0.00056  Y     53
0010000010010000000000000100000000000000    3    4    12.00594      0.00055  Y     35
0001001000100000000100000000000000000000    3    4    11.88741      0.00055  Y     35
0100010010000000000000000000000000100000    3    4    11.87622      0.00055  Y     44
0000010000001010000000010000000000000000    4    4   -11.87511      0.00055  Y     55
0000100000000001010000000000000010000000    4    4   -11.84227      0.00055  Y     49
0000100000110000000000000100000000000000    4    2    11.83891      0.00054  Y     63
0000001000000101001000000000000000000000    4    4    11.78830      0.00054  Y     52
0000100000000001100000000000000001000000    4    4    11.78827      0.00054  Y     45
0000100010010000000000010000000000000000    4    4    11.76955      0.00054  Y     31
1100000000000000000000000000110000000000    2    0    11.75935      0.00054  Y     35
0010000000000001001000000000000000000100    3    4   -11.74433      0.00054  Y     61
0000100100000000000000000000011000000000    4    4    11.73032      0.00054  Y     54
0000010000000010000001000010000000000000    4    4    11.67326      0.00054  Y     16
0010000100010000001000000000000000000000    3    4    11.66775      0.00054  Y     63
1000010000000000000100001000000000000000    3    4    11.65791      0.00054  Y     33
1000000100000000000000000001100000000000    3    4   -11.61401      0.00053  Y     36
1000000001001000000000010000000000000000    3    4    11.60344      0.00053  Y     30
1000010000000000000000000000000001100000    3    4    11.57057      0.00053  Y     33
0000001000011000000000010000000000000000    4    4   -11.54263      0.00053  Y      6
0010000001000000000000110000000000000000    3    2    11.52757      0.00053  Y     52
0000000000010010100000000000000001000000    4    4    11.50618      0.00053  Y     10
0001100000100000000000010000000000000000    3    4    11.48068      0.00053  Y      7
1000000000000001000000000010010000000000    3    4    11.46599      0.00053  Y     16
0000001000001001010000000000000000000000    4    4    11.41765      0.00053  Y     10
0000100000001001000000010000000000000000    4    4    11.40147      0.00052  Y     63
0000000100101000000000010000000000000000    4    4    11.38670      0.00052  Y     16
0010000100000000000000000000000001100000    3    4   -11.35125      0.00052  Y     12
0000100100000100000000000000000010000000    4    4   -11.34804      0.00052  Y     62
1000010000000001000000100000000000000000    3    4   -11.34265      0.00052  Y      6
1000001000000000010000000000000000000001    3    4   -11.29752      0.00052  Y     44
0001000010000000000000110000000000000000    3    2   -11.21250      0.00052  Y     14
0010000000000001000100000000000000001000    3    4    11.20112      0.00052  Y     32
0010010000000000000001000000001000000000    3    4   -11.11556      0.00051  Y     10
0100000000001011000000000000000000000000    3    2    11.09843      0.00051  Y     46
0010001000000100000000000100000000000000    3    4   -11.07707      0.00051  Y      6
0000001000010000000001000010000000000000    4    4   -11.06005      0.00051  Y      7
0000000000100011000000000100000000000000    4    2   -11.04708      0.00051  Y     60
0010000000110000000000010000000000000000    3    2   -11.02655      0.00051  Y     59
0000001000010000010000000000000010000000    4    4   -11.02217      0.00051  Y     14
0010010000000000000010000000000100000000    3    4   -11.01353      0.00051  Y     10
0000001001000001000000100000000000000000    4    4   -11.01035      0.00051  Y     48
0000100001000001001000000000000000000000    4    4    11.00473      0.00051  Y      1
0010000100000000000000100000000000010000    3    4   -11.00061      0.00051  Y     14
0001001000000001000000000000000010000000    3    4    10.98731      0.00051  Y     43
0010010000000000000000010000000000001000    3    4    10.94883      0.00050  Y     32
0001000000010010001000000000000000000000    3    4    10.90052      0.00050  Y      1
0000011000000010000000000100000000000000    4    4   -10.89845      0.00050  Y     63
0100001001000000000000001000000000000000    3    4   -10.87924      0.00050  Y     21
1000010000000000000000010000000000100000    3    4   -10.86463      0.00050  Y     27
1000000011000000000100000000000000000000    3    2    10.83662      0.00050  Y     61
0001000000001000000001000010000000000000    3    4    10.75798      0.00050  Y     36
0000001100000100100000000000000000000000    4    2   -10.70433      0.00049  Y     55
0000010010000001100000000000000000000000    4    4   -10.69814      0.00049  Y     61
0010010100001000000000000000000000000000    3    4   -10.68866      0.00049  Y     43
1000000100000010000100000000000000000000    3    4   -10.68308      0.00049  Y     46
0000000100100100000000100000000000000000    4    4   -10.57272      0.00049  Y     59
0010010000000000001000000000000000000001    3    4   -10.57114      0.00049  Y     39
0010000100000000000000000001001000000000    3    4   -10.55634      0.00049  Y      5
0001010000000000100000000000000000000010    3    4    10.55497      0.00049  Y     61
1100000000000000000000000000000000001100    2    0   -10.48601      0.00048  Y     43
0001000001100000000000001000000000000000    3    4    10.47421      0.00048  Y     47
0000010000110000000000001000000000000000    4    2   -10.44354      0.00048  Y     43
0010100001000000000000000000000000000100    3    4   -10.43941      0.00048  Y     32
0010110000000000000000000000000001000000    3    2   -10.39361      0.00048  Y      6
0000000110100000000100000000000000000000    4    4    10.39294      0.00048  Y     56
0001011000000000100000000000000000000000    3    4   -10.35563      0.00048  N     47
0000100000000001000000001000000000000001    4    4    10.34108      0.00048  Y     13
0100000100000000000000100000000000001000    3    4    10.30143      0.00047  Y     19
0000100100000000000000000000000000000110    4    4    10.26592      0.00047  Y     52
0000000100000110001000000000000000000000    4    4   -10.25269      0.00047  Y     24
0000000100100000100000000000000001000000    4    4   -10.23192      0.00047  Y     28
0000000100000010110000000000000000000000    4    2    10.19458      0.00047  Y     20
0001000010000100100000000000000000000000    3    4   -10.19237      0.00047  Y     30
0000101000000000000000000100000000000001    4    4    10.17209      0.00047  Y      3
0001001000000000000000000010000100000000    3    4   -10.16964      0.00047  Y     59
