nodes' data
i      configuration       h_ii      ci
6  94    -0.01475523194021734   67.772570709266
6  95    0   1000.0
6  96    0.00861433205820028   116.0856109613357
6  97    -0.005490429636444655   182.1351089470574
6  98    0   1000.0
6  99    -0.00825785355419703   121.09684356072808
7  8    0   1000.0
7  9    0   1000.0
7  10    0.02203009601970455   45.39244854428062
7  11    0.0931679452757488   10.733305291216887
7  12    0   1000.0
7  13    0   1000.0
7  14    0.02925805459404681   34.17862239560766
7  15    0   1000.0
7  16    -0.02475117312903018   40.40212537752883
7  17    0.04352201509414506   22.976877284676284
7  18    0   1000.0
7  19    0.05688137325427246   17.5804475663725
7  20    0.0833277482552379   12.000804305151028
7  21    0   1000.0
7  22    0   1000.0
7  23    0   1000.0
7  24    0   1000.0
7  25    0.1111921968501372   8.993436844743535
7  26    0   1000.0
7  27    0   1000.0
7  28    0.03825634520462777   26.13945463559422
7  29    0   1000.0
7  30    0.07788208930762262   12.839922617511574
7  31    -0.03349218075207478   29.857715369521042
7  32    0   1000.0
7  33    -0.03628657202147634   27.558403681894955
7  34    0   1000.0
7  35    -0.05007635163768832   19.96950591039829
7  36    0   1000.0
7  37    0   1000.0
7  38    0   1000.0
7  39    0.01425393226411372   70.15607914158824
7  40    -0.01183204066976   84.51627474166584
7  41    0   1000.0
7  42    0   1000.0
7  43    0.04320423351584967   23.145879897004665
7  44    -0.014090586718961275   70.96936557328236
7  45    -0.008272050014586427   120.88901762400629
7  46    0   1000.0
7  47    -0.0017888897147690444   559.0059531026515
7  48    0   1000.0
7  49    0.02092975006651217   47.77887919454953
7  50    0.05663473763917884   17.657007725029505
7  51    0.0472717096142602   21.154301550759556
7  52    0   1000.0
7  53    0   1000.0
7  54    0   1000.0
7  55    0   1000.0
7  56    0   1000.0
7  57    -0.02946891412662948   33.93406338974511
7  58    0   1000.0
7  59    0   1000.0
7  60    0.03995068509070458   25.03085986459522
7  61    0   1000.0
7  62    0   1000.0
7  63    -0.03728081882152805   26.823445182017934
7  64    0   1000.0
7  65    0   1000.0
7  66    0   1000.0
7  67    0   1000.0
7  68    -0.03413322456785443   29.296968354456844
7  69    0.02106699187045009   47.46762167799874
7  70    0   1000.0
7  71    0   1000.0
7  72    0   1000.0
7  73    0   1000.0
7  74    0.01031667150813966   96.93048762975721
7  75    0   1000.0
7  76    0   1000.0
7  77    0.03413322456785443   29.296968354456844
7  78    0   1000.0
7  79    -0.04580470956262714   21.8318161942002
7  80    0   1000.0
7  81    -0.00338033111822554   295.82900758104927
7  82    0   1000.0
7  83    0   1000.0
7  84    0   1000.0
7  85    -0.00825785355419703   121.09684356072808
7  86    0.006587730299058199   151.7973497098026
7  87    -0.02194786025881222   45.56252811016021
7  88    0   1000.0
7  89    0   1000.0
7  90    0   1000.0
7  91    0   1000.0
7  92    0   1000.0
7  93    0   1000.0
7  94    0.01475523194021734   67.772570709266
7  95    0   1000.0
7  96    -0.005490429636444655   182.1351089470574
7  97    0.00861433205820028   116.0856109613357
7  98    0   1000.0
7  99    -0.02989729399725887   33.447843142315314
8  9    0.07584411414358808   13.184938756180868
8  10    0   1000.0
8  11    0.0011215768693824263   891.601839605189
8  12    0.07429389378669506   13.460056392670662
8  13    0.0011215768693824263   891.601839605189
8  14    -0.07650668201788562   13.07075373842799
8  15    -0.07650668201788562   13.07075373842799
8  16    0   1000.0
8  17    0   1000.0
8  18    -0.05007635163768832   19.96950591039829
8  19    -0.05007635163768832   19.96950591039829
8  20    0   1000.0
8  21    0   1000.0
8  22    -0.03511993007993483   28.473860788559282
8  23    0.03511993007993483   28.473860788559282
8  24    0.06421767391853472   15.572037088552605
8  25    0.06421767391853472   15.572037088552605
8  26    0   1000.0
8  27    -0.0445439010582071   22.44976250942333
8  28    0   1000.0
8  29    0.0445439010582071   22.44976250942333
8  30    0   1000.0
8  31    0   1000.0
8  32    0.05119792850707074   19.532040243813654
8  33    0.05119792850707074   19.532040243813654
8  34    0   1000.0
8  35    0   1000.0
8  36    0.01064015309867402   93.98361007837569
8  37    0.03937172816410395   25.398935902227464
8  38    -0.01064015309867402   93.98361007837569
8  39    0   1000.0
8  40    0   1000.0
8  41    0   1000.0
8  42    0.04857122130608574   20.588323149179384
8  43    0   1000.0
8  44    0   1000.0
8  45    0   1000.0
8  46    0   1000.0
8  47    0   1000.0
8  48    0.04810628432448167   20.78730490292912
8  49    0   1000.0
8  50    0   1000.0
8  51    0   1000.0
8  52    -0.0491923074649669   20.328381642031452
8  53    0.0491923074649669   20.328381642031452
8  54    0.02301459109871115   43.450695939412164
8  55    0   1000.0
8  56    0   1000.0
8  57    0   1000.0
8  58    0.03506991929403278   28.514465391716826
8  59    0   1000.0
8  60    0.03313076101806627   30.18342981782694
8  61    0   1000.0
8  62    0   1000.0
8  63    -0.03313076101806627   30.18342981782694
8  64    0.01996290284264777   50.092915237940694
8  65    0.04411335146013103   22.668873864725164
8  66    0.02772176272560176   36.07274219530327
8  67    0   1000.0
8  68    0   1000.0
8  69    0   1000.0
8  70    0   1000.0
8  71    0   1000.0
8  72    0.0485069905164838   20.615585286829468
8  73    0.019240644834742693   51.97331007297153
8  74    0   1000.0
8  75    0.019240644834742693   51.97331007297153
8  76    0   1000.0
8  77    0   1000.0
8  78    0.03033200380498938   32.96847799536105
8  79    0   1000.0
8  80    0   1000.0
8  81    0   1000.0
8  82    0   1000.0
8  83    0   1000.0
8  84    0   1000.0
8  85    0.0009514914881250735   1050.9815510494088
8  86    0   1000.0
8  87    0   1000.0
8  88    0   1000.0
8  89    0   1000.0
8  90    0   1000.0
8  91    0   1000.0
8  92    0   1000.0
8  93    0   1000.0
8  94    0   1000.0
8  95    0.05198340521007766   19.236908316389727
8  96    0   1000.0
8  97    0   1000.0
8  98    0   1000.0
8  99    -0.0009514914881250735   1050.9815510494088
9  10    0.1111921968501372   8.993436844743535
9  11    0   1000.0
9  12    0.04703427455071438   21.261091184084428
9  13    0   1000.0
9  14    -0.04507140305061012   22.18701731732452
9  15    -0.04507140305061012   22.18701731732452
9  16    0   1000.0
9  17    0   1000.0
9  18    0   1000.0
9  19    0   1000.0
9  20    -0.03667114367877384   27.269397670267498
9  21    -0.03667114367877384   27.269397670267498
9  22    0.09344832670398714   10.701101188977557
9  23    0.09344832670398714   10.701101188977557
9  24    -0.02203009601970455   45.39244854428062
9  25    0.02203009601970455   45.39244854428062
9  26    -0.007413089084727029   134.8965307944661
9  27    0   1000.0
9  28    -0.007413089084727029   134.8965307944661
9  29    0   1000.0
9  30    0   1000.0
9  31    0   1000.0
9  32    0   1000.0
9  33    0   1000.0
9  34    0   1000.0
9  35    0   1000.0
9  36    0.009342477534626826   107.03798818820964
9  37    0.05158837284993712   19.384212851776713
9  38    -0.009342477534626826   107.03798818820964
9  39    0   1000.0
9  40    0   1000.0
9  41    -0.03088679258514062   32.37629796760094
9  42    0.03025017328057643   33.057661876009746
9  43    0.03088679258514062   32.37629796760094
9  44    0   1000.0
9  45    0   1000.0
9  46    0   1000.0
9  47    0   1000.0
9  48    0   1000.0
9  49    0   1000.0
9  50    0   1000.0
9  51    0   1000.0
9  52    -0.03073609491677827   32.535037476544176
9  53    0.03073609491677827   32.535037476544176
9  54    0.01775420380368101   56.32468856714759
9  55    0   1000.0
9  56    0   1000.0
9  57    0   1000.0
9  58    0.01860484068063753   53.74945247667303
9  59    0   1000.0
9  60    0   1000.0
9  61    0   1000.0
9  62    0   1000.0
9  63    0   1000.0
9  64    0.02402440072909378   41.624347315726816
9  65    0.03469025123273096   28.826542456875597
9  66    0.0206508857936697   48.424072942504914
9  67    0   1000.0
9  68    0   1000.0
9  69    0   1000.0
9  70    0   1000.0
9  71    0   1000.0
9  72    0   1000.0
9  73    0   1000.0
9  74    0   1000.0
9  75    0   1000.0
9  76    0   1000.0
9  77    0   1000.0
9  78    0   1000.0
9  79    0   1000.0
9  80    0.044602139348147746   22.420449211962033
9  81    0   1000.0
9  82    0   1000.0
9  83    0.044602139348147746   22.420449211962033
9  84    0   1000.0
9  85    0   1000.0
9  86    0   1000.0
9  87    0   1000.0
9  88    0   1000.0
9  89    0   1000.0
9  90    0   1000.0
9  91    0.021782043842639   45.909374125970224
9  92    0   1000.0
9  93    0   1000.0
9  94    0   1000.0
9  95    0   1000.0
9  96    0   1000.0
9  97    0   1000.0
9  98    0.021782043842639   45.909374125970224
9  99    0   1000.0
10  11    0   1000.0
10  12    0.08974845820587435   11.142252691473496
10  13    0   1000.0
10  14    -0.07650668201788562   13.07075373842799
10  15    -0.07650668201788562   13.07075373842799
10  16    -0.01166036756918407   85.76058979845476
10  17    0.01166036756918407   85.76058979845476
10  18    0   1000.0
10  19    0   1000.0
10  20    0.0019253477567620844   519.3866907876062
10  21    0.0019253477567620844   519.3866907876062
10  22    0   1000.0
10  23    0   1000.0
10  24    0   1000.0
10  25    0   1000.0
10  26    -0.03667114367877384   27.269397670267498
10  27    0   1000.0
10  28    -0.03667114367877384   27.269397670267498
10  29    0   1000.0
10  30    0.0631094478046563   15.845488033666786
10  31    0.0631094478046563   15.845488033666786
10  32    0   1000.0
10  33    0   1000.0
10  34    0   1000.0
10  35    0   1000.0
10  36    0   1000.0
10  37    0   1000.0
10  38    0   1000.0
10  39    0.04259955023177708   23.474426245328086
10  40    -0.04259955023177708   23.474426245328086
10  41    -0.04551321352340444   21.971641257231067
10  42    0   1000.0
10  43    0.04551321352340444   21.971641257231067
10  44    0   1000.0
10  45    0.03837971274242848   26.055432116210383
10  46    0   1000.0
10  47    -0.03837971274242848   26.055432116210383
10  48    0   1000.0
10  49    0.02402440072909378   41.624347315726816
10  50    0.03025017328057643   33.057661876009746
10  51    0.05158837284993712   19.384212851776713
10  52    0   1000.0
10  53    0   1000.0
10  54    0   1000.0
10  55    0   1000.0
10  56    0   1000.0
10  57    0.009378414097907978   106.62783596035365
10  58    0   1000.0
10  59    0.009378414097907978   106.62783596035365
10  60    0   1000.0
10  61    0   1000.0
10  62    0   1000.0
10  63    0   1000.0
10  64    0   1000.0
10  65    0   1000.0
10  66    0   1000.0
10  67    0   1000.0
10  68    0   1000.0
10  69    0.01860484068063753   53.74945247667303
10  70    0   1000.0
10  71    0   1000.0
10  72    0   1000.0
10  73    0   1000.0
10  74    0.01775420380368101   56.32468856714759
10  75    0   1000.0
10  76    0   1000.0
10  77    0   1000.0
10  78    0   1000.0
10  79    -0.007114480097706894   140.55840852268534
10  80    -0.0433557632602897   23.06498432506936
10  81    0.007114480097706894   140.55840852268534
10  82    0   1000.0
10  83    0.0433557632602897   23.06498432506936
10  84    0   1000.0
10  85    0   1000.0
10  86    0.006330262175127531   157.9713402596716
10  87    -0.006330262175127531   157.9713402596716
10  88    0   1000.0
10  89    -0.0180483958360782   55.406586218650524
10  90    0   1000.0
10  91    0.04473561753686079   22.353553053694416
10  92    0   1000.0
10  93    0   1000.0
10  94    0.02366842916582605   42.250374665500075
10  95    0   1000.0
10  96    0.0108338644248015   92.30316725311266
10  97    -0.0108338644248015   92.30316725311266
10  98    0.04473561753686079   22.353553053694416
10  99    0   1000.0
11  12    0   1000.0
11  13    0   1000.0
11  14    0.0445439010582071   22.44976250942333
11  15    0   1000.0
11  16    0   1000.0
11  17    0.07410723641858206   13.4939588672781
11  18    -0.03937172816410395   25.398935902227464
11  19    -0.1111921968501372   8.993436844743535
11  20    0   1000.0
11  21    -0.04685839642897167   21.34089248051431
11  22    0   1000.0
11  23    0.0833277482552379   12.000804305151028
11  24    0   1000.0
11  25    0.04992151053786057   20.03144514710944
11  26    0   1000.0
11  27    0   1000.0
11  28    0.07788208930762262   12.839922617511574
11  29    0.07650668201788562   13.07075373842799
11  30    0.006821066237352277   146.60464584319422
11  31    0   1000.0
11  32    -0.08974845820587435   11.142252691473496
11  33    -0.04810628432448167   20.78730490292912
11  34    0.044777337203269624   22.332725938133283
11  35    0   1000.0
11  36    0.0245164264001992   40.7889789350325
11  37    -0.05007635163768832   19.96950591039829
11  38    0   1000.0
11  39    0   1000.0
11  40    -0.02966470034225072   33.710099494102224
11  41    0   1000.0
11  42    0   1000.0
11  43    0   1000.0
11  44    0.0472717096142602   21.154301550759556
11  45    0   1000.0
11  46    0   1000.0
11  47    -0.02261843764572474   44.21171858388798
11  48    -0.05119792850707074   19.532040243813654
11  49    0   1000.0
11  50    0   1000.0
11  51    0.0011215768693824263   891.601839605189
11  52    0   1000.0
11  53    0.02648429449726371   37.75822686548503
11  54    0   1000.0
11  55    0   1000.0
11  56    -0.01448223965158553   69.05009335973246
11  57    -0.04590773784893749   21.782820214112217
11  58    0   1000.0
11  59    0   1000.0
11  60    0.03035418227112353   32.94438937830711
11  61    0   1000.0
11  62    0.02086451393603684   47.92826725154698
11  63    0   1000.0
11  64    0   1000.0
11  65    0   1000.0
11  66    0   1000.0
11  67    0   1000.0
11  68    0   1000.0
11  69    0   1000.0
11  70    -0.01997698625710847   50.05760063754197
11  71    0   1000.0
11  72    0   1000.0
11  73    0   1000.0
11  74    0   1000.0
11  75    0.03994591098617253   25.033851408374563
11  76    0   1000.0
11  77    0.03859649143553592   25.909090769823095
11  78    0   1000.0
11  79    0.0155503593687112   64.30719549878023
11  80    0   1000.0
11  81    0   1000.0
11  82    0   1000.0
11  83    0   1000.0
11  84    -0.02845823086227622   35.13921876730518
11  85    0.006826782873377737   146.48188151694103
11  86    0   1000.0
11  87    0   1000.0
11  88    0   1000.0
11  89    0   1000.0
11  90    0   1000.0
11  91    0   1000.0
11  92    0   1000.0
11  93    -0.03970733279076886   25.184265215428407
11  94    0   1000.0
11  95    0   1000.0
11  96    0   1000.0
11  97    0   1000.0
11  98    -0.01755219009242914   56.97294723530451
11  99    0   1000.0
12  13    0   1000.0
12  14    0.03143527896727549   31.811392577142776
12  15    0.03143527896727549   31.811392577142776
12  16    0   1000.0
12  17    0   1000.0
12  18    0   1000.0
12  19    0   1000.0
12  20    0   1000.0
12  21    0   1000.0
12  22    0   1000.0
12  23    0   1000.0
12  24    0   1000.0
12  25    0   1000.0
12  26    0   1000.0
12  27    0.10685915942350127   9.358112167407453
12  28    0   1000.0
12  29    0.10685915942350127   9.358112167407453
12  30    0   1000.0
12  31    0   1000.0
12  32    0   1000.0
12  33    0   1000.0
12  34    0   1000.0
12  35    0   1000.0
12  36    0   1000.0
12  37    0   1000.0
12  38    0   1000.0
12  39    0   1000.0
12  40    0   1000.0
12  41    0.10878695554131887   9.192278568915237
12  42    0   1000.0
12  43    0.10878695554131887   9.192278568915237
12  44    0   1000.0
12  45    0   1000.0
12  46    0   1000.0
12  47    0   1000.0
12  48    0.05158837284993712   19.384212851776713
12  49    0   1000.0
12  50    0   1000.0
12  51    0   1000.0
12  52    0   1000.0
12  53    0   1000.0
12  54    0   1000.0
12  55    0   1000.0
12  56    0   1000.0
12  57    -0.0180483958360782   55.406586218650524
12  58    0   1000.0
12  59    -0.0180483958360782   55.406586218650524
12  60    0.009342477534626826   107.03798818820964
12  61    0   1000.0
12  62    0   1000.0
12  63    -0.009342477534626826   107.03798818820964
12  64    0   1000.0
12  65    0   1000.0
12  66    0   1000.0
12  67    0.04685839642897167   21.34089248051431
12  68    0.04685839642897167   21.34089248051431
12  69    0   1000.0
12  70    0   1000.0
12  71    0   1000.0
12  72    0.02402440072909378   41.624347315726816
12  73    -0.01166036756918407   85.76058979845476
12  74    0   1000.0
12  75    0.01166036756918407   85.76058979845476
12  76    0.013366215676896886   74.81549184699082
12  77    0.013366215676896886   74.81549184699082
12  78    0.01775420380368101   56.32468856714759
12  79    0   1000.0
12  80    -0.01817882497168291   55.00905595150932
12  81    0   1000.0
12  82    0   1000.0
12  83    0.01817882497168291   55.00905595150932
12  84    0   1000.0
12  85    0.03073609491677827   32.535037476544176
12  86    0   1000.0
12  87    0   1000.0
12  88    0   1000.0
12  89    -0.0010113457966486224   988.7814863262201
12  90    0   1000.0
12  91    0   1000.0
12  92    0   1000.0
12  93    0   1000.0
12  94    0   1000.0
12  95    0.01860484068063753   53.74945247667303
12  96    0   1000.0
12  97    0   1000.0
12  98    0   1000.0
12  99    -0.03073609491677827   32.535037476544176
13  14    0   1000.0
13  15    0.0445439010582071   22.44976250942333
13  16    0.07410723641858206   13.4939588672781
13  17    0   1000.0
13  18    -0.1111921968501372   8.993436844743535
13  19    -0.03937172816410395   25.398935902227464
13  20    -0.04685839642897167   21.34089248051431
13  21    0   1000.0
13  22    0.0833277482552379   12.000804305151028
13  23    0   1000.0
13  24    0.04992151053786057   20.03144514710944
13  25    0   1000.0
13  26    0.07788208930762262   12.839922617511574
13  27    0.07650668201788562   13.07075373842799
13  28    0   1000.0
13  29    0   1000.0
13  30    0   1000.0
13  31    0.006821066237352277   146.60464584319422
13  32    -0.04810628432448167   20.78730490292912
13  33    -0.08974845820587435   11.142252691473496
13  34    0   1000.0
13  35    0.044777337203269624   22.332725938133283
13  36    0   1000.0
13  37    -0.05007635163768832   19.96950591039829
13  38    0.0245164264001992   40.7889789350325
13  39    -0.02966470034225072   33.710099494102224
13  40    0   1000.0
13  41    0   1000.0
13  42    0   1000.0
13  43    0   1000.0
13  44    0   1000.0
13  45    -0.02261843764572474   44.21171858388798
13  46    0.0472717096142602   21.154301550759556
13  47    0   1000.0
13  48    -0.05119792850707074   19.532040243813654
13  49    0   1000.0
13  50    0   1000.0
13  51    0.0011215768693824263   891.601839605189
13  52    0.02648429449726371   37.75822686548503
13  53    0   1000.0
13  54    0   1000.0
13  55    -0.01448223965158553   69.05009335973246
13  56    0   1000.0
13  57    0   1000.0
13  58    0   1000.0
13  59    -0.04590773784893749   21.782820214112217
13  60    0   1000.0
13  61    0.02086451393603684   47.92826725154698
13  62    0   1000.0
13  63    0.03035418227112353   32.94438937830711
13  64    0   1000.0
13  65    0   1000.0
13  66    0   1000.0
13  67    0   1000.0
13  68    0   1000.0
13  69    0   1000.0
13  70    0   1000.0
13  71    -0.01997698625710847   50.05760063754197
13  72    0   1000.0
13  73    0.03994591098617253   25.033851408374563
13  74    0   1000.0
13  75    0   1000.0
13  76    0.03859649143553592   25.909090769823095
13  77    0   1000.0
13  78    0   1000.0
13  79    0   1000.0
13  80    0   1000.0
13  81    0.0155503593687112   64.30719549878023
13  82    -0.02845823086227622   35.13921876730518
13  83    0   1000.0
13  84    0   1000.0
13  85    0   1000.0
13  86    0   1000.0
13  87    0   1000.0
13  88    0   1000.0
13  89    0.06983755360866867   14.318943724796709
13  90    0   1000.0
13  91    -0.01755219009242914   56.97294723530451
13  92    0.02346645114922997   42.614027730086235
13  93    0   1000.0
13  94    0   1000.0
13  95    0   1000.0
13  96    0   1000.0
13  97    0   1000.0
13  98    0   1000.0
13  99    0.006826782873377737   146.48188151694103
14  15    0   1000.0
14  16    -0.0010113457966486224   988.7814863262201
14  17    0   1000.0
14  18    0   1000.0
14  19    0.03413322456785443   29.296968354456844
14  20    0.04551321352340444   21.971641257231067
14  21    0   1000.0
14  22    0   1000.0
14  23    0.03598576491872704   27.788765981728474
14  24    0   1000.0
14  25    0.03859649143553592   25.909090769823095
14  26    0   1000.0
14  27    0   1000.0
14  28    0.03088679258514062   32.37629796760094
14  29    -0.015212163588343701   65.7368686704269
14  30    0.05119792850707074   19.532040243813654
14  31    0   1000.0
14  32    0   1000.0
14  33    0.05873699004138433   17.025046726014217
14  34    0   1000.0
14  35    0   1000.0
14  36    0.0021765122953491794   459.45065513152514
14  37    0   1000.0
14  38    0   1000.0
14  39    0.02005899163777706   49.85295462792367
14  40    0   1000.0
14  41    0   1000.0
14  42    0   1000.0
14  43    0.009338436841489113   107.08430296997537
14  44    0   1000.0
14  45    0   1000.0
14  46    0   1000.0
14  47    -0.02295357369422179   43.56620077211483
14  48    0   1000.0
14  49    0   1000.0
14  50    0   1000.0
14  51    0   1000.0
14  52    0   1000.0
14  53    -0.0140996175669523   70.92390947850048
14  54    0   1000.0
14  55    0   1000.0
14  56    0   1000.0
14  57    -0.01166036756918407   85.76058979845476
14  58    0   1000.0
14  59    0   1000.0
14  60    0.01015502476267636   98.4734181717987
14  61    0   1000.0
14  62    0   1000.0
14  63    0   1000.0
14  64    0   1000.0
14  65    0   1000.0
14  66    0   1000.0
14  67    0   1000.0
14  68    0   1000.0
14  69    0   1000.0
14  70    0   1000.0
14  71    0   1000.0
14  72    0   1000.0
14  73    -0.0180483958360782   55.406586218650524
14  74    0   1000.0
14  75    0   1000.0
14  76    0   1000.0
14  77    0.006959862716411892   143.6809949773755
14  78    0   1000.0
14  79    0.003011954386804851   332.01033999084643
14  80    -0.01703705003942958   58.6956073783699
14  81    0   1000.0
14  82    0   1000.0
14  83    0   1000.0
14  84    0   1000.0
14  85    0.03208466689151281   31.16753567619319
14  86    0   1000.0
14  87    0   1000.0
14  88    0   1000.0
14  89    0   1000.0
14  90    -0.00795752516449153   125.66721176858483
14  91    0   1000.0
14  92    0   1000.0
14  93    0   1000.0
14  94    0   1000.0
14  95    0   1000.0
14  96    0   1000.0
14  97    0   1000.0
14  98    -0.02367578499858449   42.237247891032425
14  99    0   1000.0
15  16    0   1000.0
15  17    -0.0010113457966486224   988.7814863262201
15  18    0.03413322456785443   29.296968354456844
15  19    0   1000.0
15  20    0   1000.0
15  21    0.04551321352340444   21.971641257231067
15  22    0.03598576491872704   27.788765981728474
15  23    0   1000.0
15  24    0.03859649143553592   25.909090769823095
15  25    0   1000.0
15  26    0.03088679258514062   32.37629796760094
15  27    -0.015212163588343701   65.7368686704269
15  28    0   1000.0
15  29    0   1000.0
15  30    0   1000.0
15  31    0.05119792850707074   19.532040243813654
15  32    0.05873699004138433   17.025046726014217
15  33    0   1000.0
15  34    0   1000.0
15  35    0   1000.0
15  36    0   1000.0
15  37    0   1000.0
15  38    0.0021765122953491794   459.45065513152514
15  39    0   1000.0
15  40    0.02005899163777706   49.85295462792367
15  41    0.009338436841489113   107.08430296997537
15  42    0   1000.0
15  43    0   1000.0
15  44    0   1000.0
15  45    -0.02295357369422179   43.56620077211483
15  46    0   1000.0
15  47    0   1000.0
15  48    0   1000.0
15  49    0   1000.0
15  50    0   1000.0
15  51    0   1000.0
15  52    -0.0140996175669523   70.92390947850048
15  53    0   1000.0
15  54    0   1000.0
15  55    0   1000.0
15  56    0   1000.0
15  57    0   1000.0
15  58    0   1000.0
15  59    -0.01166036756918407   85.76058979845476
15  60    0   1000.0
15  61    0   1000.0
15  62    0   1000.0
15  63    0.01015502476267636   98.4734181717987
15  64    0   1000.0
15  65    0   1000.0
15  66    0   1000.0
15  67    0   1000.0
15  68    0   1000.0
15  69    0   1000.0
15  70    0   1000.0
15  71    0   1000.0
15  72    0   1000.0
15  73    0   1000.0
15  74    0   1000.0
15  75    -0.0180483958360782   55.406586218650524
15  76    0.006959862716411892   143.6809949773755
15  77    0   1000.0
15  78    0   1000.0
15  79    0   1000.0
15  80    0   1000.0
15  81    0.003011954386804851   332.01033999084643
15  82    0   1000.0
15  83    -0.01703705003942958   58.6956073783699
15  84    0   1000.0
15  85    0   1000.0
15  86    0   1000.0
15  87    0   1000.0
15  88    -0.00795752516449153   125.66721176858483
15  89    0.046613060141979495   21.45321497782131
15  90    0   1000.0
15  91    -0.02367578499858449   42.237247891032425
15  92    0   1000.0
15  93    0   1000.0
15  94    0   1000.0
15  95    0   1000.0
15  96    0   1000.0
15  97    0   1000.0
15  98    0   1000.0
15  99    0.03208466689151281   31.16753567619319
16  17    -0.0485069905164838   20.615585286829468
16  18    0   1000.0
16  19    -0.02632244926654836   37.99038569221751
16  20    -0.02615016862189758   38.24067119638463
16  21    0   1000.0
16  22    0   1000.0
16  23    0   1000.0
16  24    0   1000.0
16  25    0   1000.0
16  26    0.04161084896761151   24.032194122700222
16  27    0   1000.0
16  28    0   1000.0
16  29    0   1000.0
16  30    -0.02863365039546249   34.92394389778775
16  31    0.06983755360866867   14.318943724796709
16  32    0   1000.0
16  33    0.0477847871520337   20.927162379490486
16  34    0   1000.0
16  35    -0.04388604370059012   22.786287294941406
16  36    -0.04694307625428071   21.30239600368778
16  37    0   1000.0
16  38    0.04086580634228239   24.4703357037479
16  39    -0.004146576365933824   241.162808001197
16  40    -0.009568296295802515   104.5118137111501
16  41    0   1000.0
16  42    0   1000.0
16  43    0   1000.0
16  44    0   1000.0
16  45    -0.00186718526557044   535.5654944580403
16  46    0.03771733106125051   26.513010646910953
16  47    0.00443232940725314   225.61500017656243
16  48    0   1000.0
16  49    0.018593870873604007   53.781162986326166
16  50    -0.03330761286423378   30.023166297630866
16  51    -0.04804902912364385   20.812075045818613
16  52    -0.01164215066580923   85.8947825625388
16  53    -0.010429369160936883   95.8830763940634
16  54    0   1000.0
16  55    -0.013618304359721167   73.43058089946192
16  56    0   1000.0
16  57    0.07650668201788562   13.07075373842799
16  58    0   1000.0
16  59    0   1000.0
16  60    0   1000.0
16  61    0.03196862121249695   31.280673425136236
16  62    0.03313076101806627   30.18342981782694
16  63    0   1000.0
16  64    0.0433557632602897   23.06498432506936
16  65    0   1000.0
16  66    0   1000.0
16  67    0   1000.0
16  68    0   1000.0
16  69    -0.01253668066007288   79.76593064102079
16  70    0   1000.0
16  71    -0.01822176102211857   54.8794377659846
16  72    0   1000.0
16  73    0.08974845820587435   11.142252691473496
16  74    -0.02365421733600595   42.27575936227749
16  75    0   1000.0
16  76    0   1000.0
16  77    0   1000.0
16  78    0   1000.0
16  79    -0.004974222239311479   201.0364539197625
16  80    0.04320423351584967   23.145879897004665
16  81    0.004324102276928533   231.26187494119895
16  82    -0.02427371559785571   41.196824440356295
16  83    0   1000.0
16  84    0   1000.0
16  85    0   1000.0
16  86    0.008582824710658833   116.51175850744343
16  87    -0.00703857644328439   142.07418333207346
16  88    0   1000.0
16  89    0.03143527896727549   31.811392577142776
16  90    0.046776071332520895   21.378452091267306
16  91    -0.001815366406392842   550.8529828901118
16  92    0.0197404892162543   50.657305857273336
16  93    0   1000.0
16  94    -0.01715713298834227   58.28479622320748
16  95    0   1000.0
16  96    -0.01793269960166854   55.76405238545095
16  97    0.003054856161028721   327.3476547790226
16  98    0   1000.0
16  99    0   1000.0
17  18    -0.02632244926654836   37.99038569221751
17  19    0   1000.0
17  20    0   1000.0
17  21    -0.02615016862189758   38.24067119638463
17  22    0   1000.0
17  23    0   1000.0
17  24    0   1000.0
17  25    0   1000.0
17  26    0   1000.0
17  27    0   1000.0
17  28    0.04161084896761151   24.032194122700222
17  29    0   1000.0
17  30    0.06983755360866867   14.318943724796709
17  31    -0.02863365039546249   34.92394389778775
17  32    0.0477847871520337   20.927162379490486
17  33    0   1000.0
17  34    -0.04388604370059012   22.786287294941406
17  35    0   1000.0
17  36    0.04086580634228239   24.4703357037479
17  37    0   1000.0
17  38    -0.04694307625428071   21.30239600368778
17  39    -0.009568296295802515   104.5118137111501
17  40    -0.004146576365933824   241.162808001197
17  41    0   1000.0
17  42    0   1000.0
17  43    0   1000.0
17  44    0.03771733106125051   26.513010646910953
17  45    0.00443232940725314   225.61500017656243
17  46    0   1000.0
17  47    -0.00186718526557044   535.5654944580403
17  48    0   1000.0
17  49    0.018593870873604007   53.781162986326166
17  50    0.03330761286423378   30.023166297630866
17  51    0.04804902912364385   20.812075045818613
17  52    -0.010429369160936883   95.8830763940634
17  53    -0.01164215066580923   85.8947825625388
17  54    0   1000.0
17  55    0   1000.0
17  56    -0.013618304359721167   73.43058089946192
17  57    0   1000.0
17  58    0   1000.0
17  59    0.07650668201788562   13.07075373842799
17  60    0   1000.0
17  61    0.03313076101806627   30.18342981782694
17  62    0.03196862121249695   31.280673425136236
17  63    0   1000.0
17  64    -0.0433557632602897   23.06498432506936
17  65    0   1000.0
17  66    0   1000.0
17  67    0   1000.0
17  68    0   1000.0
17  69    0.01253668066007288   79.76593064102079
17  70    -0.01822176102211857   54.8794377659846
17  71    0   1000.0
17  72    0   1000.0
17  73    0   1000.0
