nodes' data
i      configuration       h_ii      ci
30  86    0.007797525973991417   128.24580557159948
30  87    -0.03674394099848326   27.215371373508322
30  88    0   1000.0
30  89    0   1000.0
30  90    0   1000.0
30  91    0   1000.0
30  92    0   1000.0
30  93    0   1000.0
30  94    0.01856179542757827   53.874098758477075
30  95    0   1000.0
30  96    0.008319779286279382   120.19549624942053
30  97    -0.03618188362176211   27.638140967280535
30  98    -0.02261843764572474   44.21171858388798
30  99    0   1000.0
31  32    0   1000.0
31  33    -0.07650668201788562   13.07075373842799
31  34    0   1000.0
31  35    0.0019253477567620844   519.3866907876062
31  36    0   1000.0
31  37    0   1000.0
31  38    0   1000.0
31  39    -0.0259201428284496   38.58003432382377
31  40    0.02341910834426333   42.700173947696726
31  41    0   1000.0
31  42    0   1000.0
31  43    0   1000.0
31  44    -0.03667114367877384   27.269397670267498
31  45    -0.01755219009242914   56.97294723530451
31  46    0   1000.0
31  47    0.01532652629505651   65.24635659435398
31  48    0   1000.0
31  49    -0.01645185240399632   60.7834288470209
31  50    -0.03403191216732348   29.384184911013403
31  51    0.043609781664317226   22.93063532620776
31  52    0   1000.0
31  53    0   1000.0
31  54    0   1000.0
31  55    0   1000.0
31  56    0   1000.0
31  57    0.03994591098617253   25.033851408374563
31  58    0   1000.0
31  59    0   1000.0
31  60    0   1000.0
31  61    0   1000.0
31  62    0   1000.0
31  63    0   1000.0
31  64    0   1000.0
31  65    0   1000.0
31  66    0   1000.0
31  67    0   1000.0
31  68    0.04551321352340444   21.971641257231067
31  69    -0.01437726519652639   69.55425710875836
31  70    0   1000.0
31  71    0   1000.0
31  72    0   1000.0
31  73    0   1000.0
31  74    -0.01395438805695393   71.66204608317935
31  75    0   1000.0
31  76    -0.04551321352340444   21.971641257231067
31  77    0   1000.0
31  78    0   1000.0
31  79    0.001412710762303943   707.8589805383327
31  80    0   1000.0
31  81    -0.0006757518802099759   1479.8331004114568
31  82    0   1000.0
31  83    0   1000.0
31  84    0   1000.0
31  85    0   1000.0
31  86    -0.03674394099848326   27.215371373508322
31  87    0.007797525973991417   128.24580557159948
31  88    0   1000.0
31  89    0.07410723641858206   13.4939588672781
31  90    0   1000.0
31  91    -0.02261843764572474   44.21171858388798
31  92    0   1000.0
31  93    0   1000.0
31  94    -0.01856179542757827   53.874098758477075
31  95    0   1000.0
31  96    -0.03618188362176211   27.638140967280535
31  97    0.008319779286279382   120.19549624942053
31  98    0   1000.0
31  99    0   1000.0
32  33    0   1000.0
32  34    0.04551321352340444   21.971641257231067
32  35    0   1000.0
32  36    0   1000.0
32  37    0.03598576491872704   27.788765981728474
32  38    -0.018858657892347176   53.02604277082724
32  39    0   1000.0
32  40    -0.011334747187611339   88.2242879746785
32  41    0   1000.0
32  42    0   1000.0
32  43    0   1000.0
32  44    0   1000.0
32  45    0.01437550590174837   69.56276925728078
32  46    0.03088679258514062   32.37629796760094
32  47    0   1000.0
32  48    -0.015212163588343701   65.7368686704269
32  49    0   1000.0
32  50    0   1000.0
32  51    0.05119792850707074   19.532040243813654
32  52    0.004465460786155423   223.94105510910973
32  53    0   1000.0
32  54    0   1000.0
32  55    0   1000.0
32  56    0   1000.0
32  57    0   1000.0
32  58    0   1000.0
32  59    0.06983755360866867   14.318943724796709
32  60    0   1000.0
32  61    0   1000.0
32  62    0   1000.0
32  63    -0.04337508429254638   23.054710239994648
32  64    0   1000.0
32  65    0   1000.0
32  66    0   1000.0
32  67    0.009338436841489113   107.08430296997537
32  68    0   1000.0
32  69    0   1000.0
32  70    0   1000.0
32  71    0   1000.0
32  72    0   1000.0
32  73    0   1000.0
32  74    0   1000.0
32  75    0.07410723641858206   13.4939588672781
32  76    0   1000.0
32  77    0   1000.0
32  78    0   1000.0
32  79    0   1000.0
32  80    0   1000.0
32  81    -0.007801527597768007   128.1800246769744
32  82    0   1000.0
32  83    0   1000.0
32  84    0   1000.0
32  85    0   1000.0
32  86    0   1000.0
32  87    0   1000.0
32  88    0.012837412896192698   77.89731529914245
32  89    -0.04590773784893749   21.782820214112217
32  90    0   1000.0
32  91    0   1000.0
32  92    0   1000.0
32  93    0   1000.0
32  94    0   1000.0
32  95    0   1000.0
32  96    0   1000.0
32  97    0   1000.0
32  98    0   1000.0
32  99    -0.02201883371110829   45.4156661120298
33  34    0   1000.0
33  35    0.04551321352340444   21.971641257231067
33  36    -0.018858657892347176   53.02604277082724
33  37    0.03598576491872704   27.788765981728474
33  38    0   1000.0
33  39    -0.011334747187611339   88.2242879746785
33  40    0   1000.0
33  41    0   1000.0
33  42    0   1000.0
33  43    0   1000.0
33  44    0.03088679258514062   32.37629796760094
33  45    0   1000.0
33  46    0   1000.0
33  47    0.01437550590174837   69.56276925728078
33  48    -0.015212163588343701   65.7368686704269
33  49    0   1000.0
33  50    0   1000.0
33  51    0.05119792850707074   19.532040243813654
33  52    0   1000.0
33  53    0.004465460786155423   223.94105510910973
33  54    0   1000.0
33  55    0   1000.0
33  56    0   1000.0
33  57    0.06983755360866867   14.318943724796709
33  58    0   1000.0
33  59    0   1000.0
33  60    -0.04337508429254638   23.054710239994648
33  61    0   1000.0
33  62    0   1000.0
33  63    0   1000.0
33  64    0   1000.0
33  65    0   1000.0
33  66    0   1000.0
33  67    0   1000.0
33  68    0.009338436841489113   107.08430296997537
33  69    0   1000.0
33  70    0   1000.0
33  71    0   1000.0
33  72    0   1000.0
33  73    0.07410723641858206   13.4939588672781
33  74    0   1000.0
33  75    0   1000.0
33  76    0   1000.0
33  77    0   1000.0
33  78    0   1000.0
33  79    -0.007801527597768007   128.1800246769744
33  80    0   1000.0
33  81    0   1000.0
33  82    0   1000.0
33  83    0   1000.0
33  84    0   1000.0
33  85    -0.02201883371110829   45.4156661120298
33  86    0   1000.0
33  87    0   1000.0
33  88    0   1000.0
33  89    0   1000.0
33  90    0.012837412896192698   77.89731529914245
33  91    0   1000.0
33  92    0   1000.0
33  93    0   1000.0
33  94    0   1000.0
33  95    0   1000.0
33  96    0   1000.0
33  97    0   1000.0
33  98    0   1000.0
33  99    0   1000.0
34  35    0   1000.0
34  36    -0.04689937369944237   21.322246356818404
34  37    0.0931679452757488   10.733305291216887
34  38    0   1000.0
34  39    0   1000.0
34  40    0.01498437288112765   66.73619296136636
34  41    0   1000.0
34  42    0.04992151053786057   20.03144514710944
34  43    0   1000.0
34  44    -0.09408154263426634   10.629077415188773
34  45    0   1000.0
34  46    -0.1111921968501372   8.993436844743535
34  47    0   1000.0
34  48    0   1000.0
34  49    0   1000.0
34  50    0.0931679452757488   10.733305291216887
34  51    0.04992151053786057   20.03144514710944
34  52    0   1000.0
34  53    -0.0154908119765209   64.5543953096635
34  54    0   1000.0
34  55    0   1000.0
34  56    0.07319130935459545   13.662824300016615
34  57    0   1000.0
34  58    0   1000.0
34  59    0   1000.0
34  60    0   1000.0
34  61    0   1000.0
34  62    -0.04758540155465339   21.014848405796624
34  63    0   1000.0
34  64    0   1000.0
34  65    0   1000.0
34  66    0   1000.0
34  67    0.07650668201788562   13.07075373842799
34  68    0   1000.0
34  69    0   1000.0
34  70    0.01484877684380524   67.345614424611
34  71    0   1000.0
34  72    0   1000.0
34  73    0   1000.0
34  74    0   1000.0
34  75    0   1000.0
34  76    0   1000.0
34  77    0   1000.0
34  78    0   1000.0
34  79    0   1000.0
34  80    0   1000.0
34  81    0   1000.0
34  82    0   1000.0
34  83    0   1000.0
34  84    0.01815755907576011   55.07348183903062
34  85    0   1000.0
34  86    0   1000.0
34  87    0   1000.0
34  88    0   1000.0
34  89    0   1000.0
34  90    0   1000.0
34  91    0   1000.0
34  92    0   1000.0
34  93    0.0204830325322455   48.8208959501356
34  94    0   1000.0
34  95    0   1000.0
34  96    -0.02261843764572474   44.21171858388798
34  97    0   1000.0
34  98    0.008319779286279382   120.19549624942053
34  99    0   1000.0
35  36    0   1000.0
35  37    0.0931679452757488   10.733305291216887
35  38    -0.04689937369944237   21.322246356818404
35  39    0.01498437288112765   66.73619296136636
35  40    0   1000.0
35  41    0   1000.0
35  42    0.04992151053786057   20.03144514710944
35  43    0   1000.0
35  44    -0.1111921968501372   8.993436844743535
35  45    0   1000.0
35  46    -0.09408154263426634   10.629077415188773
35  47    0   1000.0
35  48    0   1000.0
35  49    0   1000.0
35  50    0.0931679452757488   10.733305291216887
35  51    0.04992151053786057   20.03144514710944
35  52    -0.0154908119765209   64.5543953096635
35  53    0   1000.0
35  54    0   1000.0
35  55    0.07319130935459545   13.662824300016615
35  56    0   1000.0
35  57    0   1000.0
35  58    0   1000.0
35  59    0   1000.0
35  60    0   1000.0
35  61    -0.04758540155465339   21.014848405796624
35  62    0   1000.0
35  63    0   1000.0
35  64    0   1000.0
35  65    0   1000.0
35  66    0   1000.0
35  67    0   1000.0
35  68    0.07650668201788562   13.07075373842799
35  69    0   1000.0
35  70    0   1000.0
35  71    0.01484877684380524   67.345614424611
35  72    0   1000.0
35  73    0   1000.0
35  74    0   1000.0
35  75    0   1000.0
35  76    0   1000.0
35  77    0   1000.0
35  78    0   1000.0
35  79    0   1000.0
35  80    0   1000.0
35  81    0   1000.0
35  82    0.01815755907576011   55.07348183903062
35  83    0   1000.0
35  84    0   1000.0
35  85    0   1000.0
35  86    0   1000.0
35  87    0   1000.0
35  88    0   1000.0
35  89    0   1000.0
35  90    0   1000.0
35  91    0.008319779286279382   120.19549624942053
35  92    -0.01575516307712713   63.471256698813214
35  93    0   1000.0
35  94    0   1000.0
35  95    0   1000.0
35  96    0   1000.0
35  97    -0.02261843764572474   44.21171858388798
35  98    0   1000.0
35  99    0   1000.0
36  37    0.03766896037846466   26.54705598330502
36  38    -0.03887554180648732   25.723114162054607
36  39    -0.0017973193409618407   556.3841534497966
36  40    0.01148073529642661   87.10243500790851
36  41    0   1000.0
36  42    0.04113295161650193   24.31140875382293
36  43    0   1000.0
36  44    0.03337217912185717   29.965079485775867
36  45    0   1000.0
36  46    0   1000.0
36  47    0   1000.0
36  48    0   1000.0
36  49    0   1000.0
36  50    0   1000.0
36  51    0   1000.0
36  52    0.01226102037383959   81.5592805092816
36  53    0.004450568653370783   224.69038855127366
36  54    -0.023334283118286114   42.855398425175586
36  55    0   1000.0
36  56    0.02631283840729262   38.00426181779193
36  57    0   1000.0
36  58    0.01700480660836913   58.806902250087184
36  59    0   1000.0
36  60    0.04703427455071438   21.261091184084428
36  61    0.0433557632602897   23.06498432506936
36  62    0.02365421733600595   42.27575936227749
36  63    0   1000.0
36  64    0.03196862121249695   31.280673425136236
36  65    0.01908936138146983   52.38519927495881
36  66    0.01015032919498411   98.51897222152759
36  67    0   1000.0
36  68    0   1000.0
36  69    0   1000.0
36  70    -0.01003448227075303   99.65636223352017
36  71    0   1000.0
36  72    0   1000.0
36  73    0   1000.0
36  74    -0.03313076101806627   30.18342981782694
36  75    0   1000.0
36  76    0   1000.0
36  77    0   1000.0
36  78    0   1000.0
36  79    0   1000.0
36  80    0   1000.0
36  81    0   1000.0
36  82    0   1000.0
36  83    0   1000.0
36  84    -0.01791420523668912   55.82162238221732
36  85    0   1000.0
36  86    0   1000.0
36  87    0   1000.0
36  88    0   1000.0
36  89    0   1000.0
36  90    0.04119441458090924   24.275135602083072
36  91    0   1000.0
36  92    0   1000.0
36  93    0.006107652259947368   163.72903325845493
36  94    0   1000.0
36  95    0   1000.0
36  96    0   1000.0
36  97    0   1000.0
36  98    -0.002216692900411819   451.1224806170576
36  99    0   1000.0
37  38    0   1000.0
37  39    0   1000.0
37  40    0   1000.0
37  41    0   1000.0
37  42    0.09408154263426634   10.629077415188773
37  43    0   1000.0
37  44    0.05688137325427246   17.5804475663725
37  45    0   1000.0
37  46    0.05688137325427246   17.5804475663725
37  47    0   1000.0
37  48    0.04703427455071438   21.261091184084428
37  49    0   1000.0
37  50    0   1000.0
37  51    0.1111921968501372   8.993436844743535
37  52    -0.01780453188771442   56.165475526488024
37  53    0.01780453188771442   56.165475526488024
37  54    0.04789393513376071   20.879470379853885
37  55    0   1000.0
37  56    0   1000.0
37  57    0   1000.0
37  58    0.01422448993183015   70.30129057649367
37  59    0   1000.0
37  60    0   1000.0
37  61    0   1000.0
37  62    0   1000.0
37  63    0   1000.0
37  64    0.07516527886754226   13.304015032821468
37  65    0.02184424075589386   45.77865677158805
37  66    0.01592794549878668   62.782736171226574
37  67    0   1000.0
37  68    0   1000.0
37  69    0   1000.0
37  70    0   1000.0
37  71    0   1000.0
37  72    0   1000.0
37  73    0   1000.0
37  74    0   1000.0
37  75    0   1000.0
37  76    0   1000.0
37  77    0   1000.0
37  78    0   1000.0
37  79    0   1000.0
37  80    0   1000.0
37  81    0   1000.0
37  82    0   1000.0
37  83    0   1000.0
37  84    0   1000.0
37  85    0   1000.0
37  86    0   1000.0
37  87    0   1000.0
37  88    0   1000.0
37  89    0   1000.0
37  90    0   1000.0
37  91    0   1000.0
37  92    0   1000.0
37  93    0   1000.0
37  94    0   1000.0
37  95    0   1000.0
37  96    0   1000.0
37  97    0   1000.0
37  98    0   1000.0
37  99    0   1000.0
38  39    0.01148073529642661   87.10243500790851
38  40    -0.0017973193409618407   556.3841534497966
38  41    0   1000.0
38  42    -0.04113295161650193   24.31140875382293
38  43    0   1000.0
38  44    0   1000.0
38  45    0   1000.0
38  46    0.03337217912185717   29.965079485775867
38  47    0   1000.0
38  48    0   1000.0
38  49    0   1000.0
38  50    0   1000.0
38  51    0   1000.0
38  52    0.004450568653370783   224.69038855127366
38  53    0.01226102037383959   81.5592805092816
38  54    -0.023334283118286114   42.855398425175586
38  55    0.02631283840729262   38.00426181779193
38  56    0   1000.0
38  57    0   1000.0
38  58    -0.01700480660836913   58.806902250087184
38  59    0   1000.0
38  60    0   1000.0
38  61    0.02365421733600595   42.27575936227749
38  62    0.0433557632602897   23.06498432506936
38  63    0.04703427455071438   21.261091184084428
38  64    -0.03196862121249695   31.280673425136236
38  65    -0.01908936138146983   52.38519927495881
38  66    -0.01015032919498411   98.51897222152759
38  67    0   1000.0
38  68    0   1000.0
38  69    0   1000.0
38  70    0   1000.0
38  71    -0.01003448227075303   99.65636223352017
38  72    0   1000.0
38  73    0   1000.0
38  74    0.03313076101806627   30.18342981782694
38  75    0   1000.0
38  76    0   1000.0
38  77    0   1000.0
38  78    0   1000.0
38  79    0   1000.0
38  80    0   1000.0
38  81    0   1000.0
38  82    -0.01791420523668912   55.82162238221732
38  83    0   1000.0
38  84    0   1000.0
38  85    0   1000.0
38  86    0   1000.0
38  87    0   1000.0
38  88    0.04119441458090924   24.275135602083072
38  89    0   1000.0
38  90    0   1000.0
38  91    -0.002216692900411819   451.1224806170576
38  92    0.01538991091872985   64.97763406693788
38  93    0   1000.0
38  94    0   1000.0
38  95    0   1000.0
38  96    0   1000.0
38  97    0   1000.0
38  98    0   1000.0
38  99    0   1000.0
39  40    -0.04435953704753664   22.543066644910617
39  41    0   1000.0
39  42    0   1000.0
39  43    0   1000.0
39  44    0   1000.0
39  45    0.007499857101300356   133.33587380306432
39  46    -0.01020999191405623   97.94327051555123
39  47    -0.01132504335131515   88.29988274472012
39  48    0   1000.0
39  49    -0.00703857644328439   142.07418333207346
39  50    0.008588454703671528   116.43538150961014
39  51    0.01808254387159425   55.3019534807209
39  52    -0.04266997959055864   23.435680297847263
39  53    0.07835194352632996   12.762925270181112
39  54    0   1000.0
39  55    -0.006956369188217508   143.75315239072853
39  56    0   1000.0
39  57    0   1000.0
39  58    0   1000.0
39  59    0   1000.0
39  60    0   1000.0
39  61    0.006241151159520605   160.22685149590447
39  62    0   1000.0
39  63    0   1000.0
39  64    0   1000.0
39  65    0   1000.0
39  66    0   1000.0
39  67    0   1000.0
39  68    0   1000.0
39  69    -0.01813218834027737   55.150541194119484
39  70    0   1000.0
39  71    0.0005892629694512541   1697.0351979375882
39  72    0   1000.0
39  73    0   1000.0
39  74    -0.005538733569399296   180.54668769858435
39  75    0   1000.0
39  76    0   1000.0
39  77    0   1000.0
39  78    0   1000.0
39  79    -0.01636583344004348   61.102907081604954
39  80    0   1000.0
39  81    0.05517450494667776   18.124313049413473
39  82    0.0019480107500060018   513.3441897057904
39  83    0   1000.0
39  84    0   1000.0
39  85    0   1000.0
39  86    0.02360288603244894   42.367700230607944
39  87    -0.01973724231110152   50.66563931464399
39  88    0   1000.0
39  89    0   1000.0
39  90    0.010647123465047533   93.92208170430337
39  91    0.007268685421732932   137.57645873765017
39  92    0.007261551536669465   137.71161644315112
39  93    0   1000.0
39  94    0.0005780090244732466   1730.0767940627293
39  95    0   1000.0
39  96    0.00445791768467747   224.31997868357902
39  97    -0.002745030921117133   364.2946213491229
39  98    0   1000.0
39  99    0   1000.0
40  41    0   1000.0
40  42    0   1000.0
40  43    0   1000.0
40  44    -0.01020999191405623   97.94327051555123
40  45    -0.01132504335131515   88.29988274472012
40  46    0   1000.0
40  47    0.007499857101300356   133.33587380306432
40  48    0   1000.0
40  49    0.00703857644328439   142.07418333207346
40  50    -0.008588454703671528   116.43538150961014
40  51    -0.01808254387159425   55.3019534807209
40  52    0.07835194352632996   12.762925270181112
40  53    -0.04266997959055864   23.435680297847263
40  54    0   1000.0
40  55    0   1000.0
40  56    -0.006956369188217508   143.75315239072853
40  57    0   1000.0
40  58    0   1000.0
40  59    0   1000.0
40  60    0   1000.0
40  61    0   1000.0
40  62    0.006241151159520605   160.22685149590447
40  63    0   1000.0
40  64    0   1000.0
40  65    0   1000.0
40  66    0   1000.0
40  67    0   1000.0
40  68    0   1000.0
40  69    0.01813218834027737   55.150541194119484
40  70    0.0005892629694512541   1697.0351979375882
40  71    0   1000.0
40  72    0   1000.0
40  73    0   1000.0
40  74    0.005538733569399296   180.54668769858435
40  75    0   1000.0
40  76    0   1000.0
40  77    0   1000.0
40  78    0   1000.0
40  79    0.05517450494667776   18.124313049413473
40  80    0   1000.0
40  81    -0.01636583344004348   61.102907081604954
40  82    0   1000.0
40  83    0   1000.0
40  84    0.0019480107500060018   513.3441897057904
40  85    0   1000.0
40  86    -0.01973724231110152   50.66563931464399
40  87    0.02360288603244894   42.367700230607944
40  88    0.010647123465047533   93.92208170430337
40  89    0   1000.0
40  90    0   1000.0
40  91    0   1000.0
40  92    0.0009514914881250735   1050.9815510494088
40  93    0.02427371559785571   41.196824440356295
40  94    -0.0005780090244732466   1730.0767940627293
40  95    0   1000.0
40  96    -0.002745030921117133   364.2946213491229
40  97    0.00445791768467747   224.31997868357902
40  98    0.007268685421732932   137.57645873765017
40  99    0   1000.0
41  42    0   1000.0
41  43    -0.04857122130608574   20.588323149179384
41  44    0   1000.0
41  45    0   1000.0
41  46    0   1000.0
41  47    0   1000.0
41  48    0   1000.0
41  49    0   1000.0
41  50    0   1000.0
41  51    0   1000.0
41  52    0   1000.0
41  53    0   1000.0
41  54    0   1000.0
41  55    0   1000.0
41  56    0   1000.0
41  57    0   1000.0
41  58    0   1000.0
41  59    -0.02615016862189758   38.24067119638463
41  60    0   1000.0
41  61    0   1000.0
41  62    0   1000.0
41  63    0   1000.0
41  64    0   1000.0
41  65    0   1000.0
41  66    0   1000.0
41  67    0.10503250948702486   9.520861730182068
41  68    0   1000.0
41  69    0   1000.0
41  70    0   1000.0
41  71    0   1000.0
41  72    0   1000.0
41  73    0   1000.0
41  74    0   1000.0
41  75    0   1000.0
41  76    0.10394449157441349   9.620519421984989
41  77    0   1000.0
41  78    0   1000.0
41  79    0   1000.0
41  80    0.04352201509414506   22.976877284676284
41  81    0   1000.0
41  82    0   1000.0
41  83    -0.02475117312903018   40.40212537752883
41  84    0   1000.0
41  85    0   1000.0
41  86    0   1000.0
41  87    0   1000.0
41  88    0   1000.0
41  89    0.01546068034571393   64.68020666873329
41  90    0   1000.0
41  91    0   1000.0
41  92    0   1000.0
41  93    0   1000.0
41  94    0   1000.0
41  95    0   1000.0
41  96    0   1000.0
41  97    0   1000.0
41  98    0   1000.0
41  99    0   1000.0
42  43    0   1000.0
42  44    0.0931679452757488   10.733305291216887
42  45    0   1000.0
42  46    0.0931679452757488   10.733305291216887
42  47    0   1000.0
42  48    0   1000.0
42  49    0   1000.0
42  50    0.1111921968501372   8.993436844743535
42  51    0   1000.0
42  52    -0.01192985092779564   83.82334415177615
42  53    0.01192985092779564   83.82334415177615
42  54    0.07655507450083747   13.06249137004054
42  55    0   1000.0
42  56    0   1000.0
42  57    0   1000.0
42  58    0.01639589117237631   60.99089030822511
42  59    0   1000.0
42  60    0   1000.0
42  61    0   1000.0
42  62    0   1000.0
42  63    0   1000.0
42  64    0.04735720216634361   21.11611231777312
42  65    0.01618003968686215   61.80454556066255
42  66    0.01290271160382707   77.50308855259465
42  67    0   1000.0
42  68    0   1000.0
42  69    0   1000.0
42  70    0   1000.0
42  71    0   1000.0
42  72    0   1000.0
42  73    0   1000.0
42  74    0   1000.0
42  75    0   1000.0
42  76    0   1000.0
42  77    0   1000.0
42  78    0   1000.0
42  79    0   1000.0
42  80    0   1000.0
42  81    0   1000.0
42  82    0   1000.0
42  83    0   1000.0
42  84    0   1000.0
42  85    0   1000.0
42  86    0   1000.0
42  87    0   1000.0
42  88    0   1000.0
42  89    0   1000.0
42  90    0   1000.0
42  91    0   1000.0
42  92    0   1000.0
42  93    0   1000.0
42  94    0   1000.0
42  95    0   1000.0
42  96    0   1000.0
42  97    0   1000.0
42  98    0   1000.0
42  99    0   1000.0
43  44    0   1000.0
43  45    0   1000.0
43  46    0   1000.0
43  47    0   1000.0
43  48    0   1000.0
43  49    0   1000.0
43  50    0   1000.0
43  51    0   1000.0
43  52    0   1000.0
43  53    0   1000.0
43  54    0   1000.0
43  55    0   1000.0
43  56    0   1000.0
43  57    -0.02615016862189758   38.24067119638463
43  58    0   1000.0
43  59    0   1000.0
43  60    0   1000.0
43  61    0   1000.0
43  62    0   1000.0
43  63    0   1000.0
43  64    0   1000.0
43  65    0   1000.0
43  66    0   1000.0
43  67    0   1000.0
43  68    0.10503250948702486   9.520861730182068
43  69    0   1000.0
43  70    0   1000.0
43  71    0   1000.0
43  72    0   1000.0
43  73    0   1000.0
43  74    0   1000.0
43  75    0   1000.0
43  76    0   1000.0
43  77    0.10394449157441349   9.620519421984989
43  78    0   1000.0
43  79    0   1000.0
43  80    -0.02475117312903018   40.40212537752883
43  81    0   1000.0
43  82    0   1000.0
43  83    0.04352201509414506   22.976877284676284
43  84    0   1000.0
43  85    0   1000.0
43  86    0   1000.0
43  87    0   1000.0
43  88    0   1000.0
43  89    0   1000.0
43  90    0   1000.0
43  91    0   1000.0
43  92    0   1000.0
43  93    0   1000.0
43  94    0   1000.0
43  95    0   1000.0
43  96    0   1000.0
43  97    0   1000.0
43  98    0   1000.0
43  99    0   1000.0
44  45    0   1000.0
44  46    0   1000.0
44  47    0   1000.0
44  48    0   1000.0
44  49    0   1000.0
44  50    0.05688137325427246   17.5804475663725
44  51    0.0931679452757488   10.733305291216887
44  52    0   1000.0
44  53    0.01522675762838866   65.67386336639437
44  54    0   1000.0
44  55    0   1000.0
44  56    -0.04758540155465339   21.014848405796624
44  57    0   1000.0
44  58    0   1000.0
44  59    0   1000.0
44  60    0   1000.0
44  61    0   1000.0
44  62    0.07319130935459545   13.662824300016615
44  63    0   1000.0
44  64    0   1000.0
44  65    0   1000.0
44  66    0   1000.0
44  67    0   1000.0
44  68    -0.04507140305061012   22.18701731732452
44  69    0   1000.0
44  70    -0.01401888774964342   71.3323351936701
44  71    0   1000.0
44  72    0   1000.0
44  73    0   1000.0
44  74    0   1000.0
44  75    0   1000.0
44  76    0   1000.0
44  77    0   1000.0
44  78    0   1000.0
44  79    0   1000.0
44  80    0   1000.0
44  81    0   1000.0
44  82    0   1000.0
44  83    0   1000.0
44  84    -0.01575516307712713   63.471256698813214
44  85    0   1000.0
44  86    0   1000.0
44  87    0   1000.0
44  88    0   1000.0
44  89    0   1000.0
44  90    0   1000.0
44  91    0   1000.0
44  92    0   1000.0
44  93    -0.01948242810825015   51.32830437991113
44  94    0   1000.0
44  95    0   1000.0
44  96    0   1000.0
44  97    -0.008242931743976369   121.31605975395384
44  98    0.001504267391958342   664.7754284550052
44  99    0   1000.0
45  46    0   1000.0
45  47    -0.03874228326097181   25.81159177593902
45  48    0   1000.0
45  49    0.00136904545862713   730.435935270399
45  50    -0.005490429636444655   182.1351089470574
45  51    0.009740893586161462   102.65998608389113
45  52    0   1000.0
45  53    0   1000.0
45  54    0   1000.0
45  55    0   1000.0
45  56    0   1000.0
45  57    0   1000.0
45  58    0   1000.0
45  59    0.009244132906026927   108.1767224861108
45  60    0.0015799666375688843   632.9247569041795
45  61    0   1000.0
45  62    0   1000.0
45  63    0.007929625704287522   126.10935714901441
45  64    0   1000.0
45  65    0   1000.0
45  66    0   1000.0
45  67    0   1000.0
45  68    0   1000.0
45  69    -0.02546605833518683   39.26795371462278
45  70    0   1000.0
45  71    0   1000.0
45  72    0   1000.0
45  73    0   1000.0
45  74    -0.001274102663260766   784.866109172659
45  75    0   1000.0
45  76    0   1000.0
45  77    0   1000.0
45  78    0   1000.0
45  79    0.0004106176195720637   2435.3557965734085
45  80    0   1000.0
45  81    0.006166718721120396   162.16079332029526
45  82    0   1000.0
45  83    0   1000.0
45  84    0   1000.0
45  85    0.01610427257588635   62.09532254796438
45  86    0.0003503801602741382   2854.042875080592
45  87    -0.000411571711340112   2429.7102362645774
45  88    0   1000.0
45  89    -0.001815366406392842   550.8529828901118
45  90    0   1000.0
45  91    0.03825634520462777   26.13945463559422
45  92    0   1000.0
45  93    0   1000.0
45  94    0.004907365226435506   203.7753364296376
45  95    0   1000.0
45  96    0.02559424110273174   39.071289357091636
45  97    0.028008067532933306   35.70399845773541
45  98    0   1000.0
45  99    -0.01077904441467069   92.77260223911517
46  47    0   1000.0
46  48    0   1000.0
46  49    0   1000.0
46  50    0.05688137325427246   17.5804475663725
46  51    0.0931679452757488   10.733305291216887
46  52    0.01522675762838866   65.67386336639437
46  53    0   1000.0
46  54    0   1000.0
46  55    -0.04758540155465339   21.014848405796624
46  56    0   1000.0
46  57    0   1000.0
46  58    0   1000.0
46  59    0   1000.0
46  60    0   1000.0
46  61    0.07319130935459545   13.662824300016615
46  62    0   1000.0
46  63    0   1000.0
46  64    0   1000.0
46  65    0   1000.0
46  66    0   1000.0
46  67    -0.04507140305061012   22.18701731732452
46  68    0   1000.0
46  69    0   1000.0
46  70    0   1000.0
46  71    -0.01401888774964342   71.3323351936701
46  72    0   1000.0
46  73    0   1000.0
46  74    0   1000.0
46  75    0   1000.0
46  76    0   1000.0
46  77    0   1000.0
46  78    0   1000.0
46  79    0   1000.0
46  80    0   1000.0
46  81    0   1000.0
46  82    -0.01575516307712713   63.471256698813214
46  83    0   1000.0
46  84    0   1000.0
46  85    0   1000.0
46  86    0   1000.0
46  87    0   1000.0
46  88    0   1000.0
46  89    0   1000.0
46  90    0   1000.0
46  91    0.001504267391958342   664.7754284550052
46  92    0.01815755907576011   55.07348183903062
46  93    0   1000.0
46  94    0   1000.0
46  95    0   1000.0
46  96    -0.008242931743976369   121.31605975395384
46  97    0   1000.0
46  98    0   1000.0
46  99    0   1000.0
47  48    0   1000.0
47  49    -0.00136904545862713   730.435935270399
47  50    0.005490429636444655   182.1351089470574
47  51    -0.009740893586161462   102.65998608389113
47  52    0   1000.0
47  53    0   1000.0
47  54    0   1000.0
47  55    0   1000.0
47  56    0   1000.0
47  57    0.009244132906026927   108.1767224861108
47  58    0   1000.0
47  59    0   1000.0
47  60    0.007929625704287522   126.10935714901441
47  61    0   1000.0
47  62    0   1000.0
47  63    0.0015799666375688843   632.9247569041795
47  64    0   1000.0
47  65    0   1000.0
47  66    0   1000.0
47  67    0   1000.0
47  68    0   1000.0
47  69    0.02546605833518683   39.26795371462278
47  70    0   1000.0
47  71    0   1000.0
47  72    0   1000.0
47  73    0   1000.0
47  74    0.001274102663260766   784.866109172659
